date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:11:06	27195/27195	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20May%202021%2003:11:06%20GMT	https://esphome.io/api/classesphome_1_1my9231_1_1_m_y9231_output_component_1_1_channel.html	D:/My%20Websites/esphome/esphome.io/api/classesphome_1_1my9231_1_1_m_y9231_output_component_1_1_channel.html	(from https://esphome.io/api/my9231_8h.html)
11:11:06	3665/3665	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20May%202021%2003:11:07%20GMT	https://esphome.io/api/namespaceesphome_1_1my9231.html	D:/My%20Websites/esphome/esphome.io/api/namespaceesphome_1_1my9231.html	(from https://esphome.io/api/my9231_8h.html)
11:11:07	10853/10853	---M--	200	added ('OK')	image/png	etag:%22ceb598dc5cc1e72c29144c2fa2415903-ssl%22	https://esphome.io/api/classesphome_1_1output_1_1_binary_output.png	D:/My%20Websites/esphome/esphome.io/api/classesphome_1_1output_1_1_binary_output.png	(from https://esphome.io/api/classesphome_1_1output_1_1_binary_output.html)
11:11:07	16054/16054	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20May%202021%2003:11:08%20GMT	https://esphome.io/api/classesphome_1_1template___1_1_template_binary_output.html	D:/My%20Websites/esphome/esphome.io/api/classesphome_1_1template___1_1_template_binary_output.html	(from https://esphome.io/api/classesphome_1_1output_1_1_binary_output.html)
11:11:08	26827/26827	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20May%202021%2003:11:09%20GMT	https://esphome.io/api/classesphome_1_1sm16716_1_1_s_m16716_1_1_channel.html	D:/My%20Websites/esphome/esphome.io/api/classesphome_1_1sm16716_1_1_s_m16716_1_1_channel.html	(from https://esphome.io/api/classesphome_1_1output_1_1_binary_output.html)
11:11:09	24531/24531	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20May%202021%2003:11:09%20GMT	https://esphome.io/api/classesphome_1_1template___1_1_template_float_output.html	D:/My%20Websites/esphome/esphome.io/api/classesphome_1_1template___1_1_template_float_output.html	(from https://esphome.io/api/classesphome_1_1output_1_1_binary_output.html)
11:11:09	9356/9356	---M--	200	added ('OK')	image/png	etag:%2232116c316b9867daea91738f9e70e78f-ssl%22	https://esphome.io/api/classesphome_1_1output_1_1_float_output.png	D:/My%20Websites/esphome/esphome.io/api/classesphome_1_1output_1_1_float_output.png	(from https://esphome.io/api/classesphome_1_1output_1_1_float_output.html)
11:11:10	19929/19929	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20May%202021%2003:11:10%20GMT	https://esphome.io/api/float__output_8cpp_source.html	D:/My%20Websites/esphome/esphome.io/api/float__output_8cpp_source.html	(from https://esphome.io/api/classesphome_1_1output_1_1_float_output.html)
11:11:10	3154/3154	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2016%20May%202021%2003:11:11%20GMT	https://esphome.io/_images/sonoff_light_switch.png	D:/My%20Websites/esphome/esphome.io/_images/sonoff_light_switch.png	(from https://esphome.io/cookbook/sonoff-dual-light-switch.html)
11:11:11	24532/24532	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20May%202021%2003:11:11%20GMT	https://esphome.io/api/namespaceesphome_1_1light.html	D:/My%20Websites/esphome/esphome.io/api/namespaceesphome_1_1light.html	(from https://esphome.io/api/classesphome_1_1light_1_1_addressable_light.html)
11:11:12	132440/132440	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20May%202021%2003:11:12%20GMT	https://esphome.io/api/addressable__light_8h_source.html	D:/My%20Websites/esphome/esphome.io/api/addressable__light_8h_source.html	(from https://esphome.io/api/classesphome_1_1light_1_1_addressable_light.html)
11:11:12	5003/5003	---M--	200	added ('OK')	image/png	etag:%22f0386fe3fdab1c70eacaeefe6427f16d-ssl%22	https://esphome.io/api/classesphome_1_1light_1_1_addressable_light.png	D:/My%20Websites/esphome/esphome.io/api/classesphome_1_1light_1_1_addressable_light.png	(from https://esphome.io/api/classesphome_1_1light_1_1_addressable_light.html)
11:11:13	56601/56601	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20May%202021%2003:11:13%20GMT	https://esphome.io/api/classesphome_1_1neopixelbus_1_1_neo_pixel_r_g_b_light_output.html	D:/My%20Websites/esphome/esphome.io/api/classesphome_1_1neopixelbus_1_1_neo_pixel_r_g_b_light_output.html	(from https://esphome.io/api/classesphome_1_1light_1_1_addressable_light.html)
11:11:14	56626/56626	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20May%202021%2003:11:14%20GMT	https://esphome.io/api/classesphome_1_1neopixelbus_1_1_neo_pixel_r_g_b_w_light_output.html	D:/My%20Websites/esphome/esphome.io/api/classesphome_1_1neopixelbus_1_1_neo_pixel_r_g_b_w_light_output.html	(from https://esphome.io/api/classesphome_1_1light_1_1_addressable_light.html)
11:11:14	52579/52579	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20May%202021%2003:11:15%20GMT	https://esphome.io/api/classesphome_1_1light_1_1_e_s_p_color_view.html	D:/My%20Websites/esphome/esphome.io/api/classesphome_1_1light_1_1_e_s_p_color_view.html	(from https://esphome.io/api/classesphome_1_1light_1_1_addressable_light.html)
11:11:15	42999/42999	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20May%202021%2003:11:15%20GMT	https://esphome.io/api/classesphome_1_1light_1_1_e_s_p_range_view.html	D:/My%20Websites/esphome/esphome.io/api/classesphome_1_1light_1_1_e_s_p_range_view.html	(from https://esphome.io/api/classesphome_1_1light_1_1_addressable_light.html)
11:11:15	220/220	---MC-	400	error ('Bad%20Request')	text/html	date:Sun,%2016%20May%202021%2003:11:15%20GMT	https://esphome.io/api/classesphome_1_1light_1_1_e_s_p_range_iterator.html	D:/My%20Websites/esphome/esphome.io/api/classesphome_1_1light_1_1_e_s_p_range_iterator.html	(from https://esphome.io/api/classesphome_1_1light_1_1_addressable_light.html)
